title,description,link,text,category,predicted_category
Calls for Reformer Pilates regulation amid boom,Reformer Pilates businesses in the UK rose nearly ten-fold between 2024 and 2025.,https://www.bbc.com/news/articles/cp9p5m00nxgo?at_medium=RSS&at_campaign=rss,call reformer pilate regulation amid boom reformer pilate business rise nearly fold,social,economic
Wellbeing garden opens to combat isolation,The outdoor area at Yarm Wellness will officially open to the public on Saturday.,https://www.bbc.com/news/articles/c1l9967yq9mo?at_medium=RSS&at_campaign=rss,wellbee garden open combat isolation outdoor area yarm wellness officially open public saturday,social,sport
Researchers look into island's health benefits,The team aims to find out what it is about the Isle of Wight that makes people feel better.,https://www.bbc.com/news/articles/c5yvpr21mnno?at_medium=RSS&at_campaign=rss,researcher look island health benefit team aim find isle wight make people feel well,social,social
What is vegan collagen?,What's the latest on Collagen?,https://www.bbc.com/news/videos/cge057x1n3vo?at_medium=RSS&at_campaign=rss,vegan collagen late collagen,social,social
Bird flu vaccine trial against potential pandemic strain begins,"The jab targets the H5N1 flu strain which has caused devastating infections in bird populations worldwide, but has yet to spread between humans.",https://www.bbc.com/news/articles/cy41z0yj8mjo?at_medium=RSS&at_campaign=rss,bird flu vaccine trial potential pandemic strain begin jab target flu strain cause devastating infection bird population worldwide spread human,social,social
Rollout of Covid vaccines extraordinary feat - inquiry report,"Covid vaccines saved hundreds of thousands of lives, but a small minority harmed need better support, says report.",https://www.bbc.com/news/articles/cp8dpjx1yvmo?at_medium=RSS&at_campaign=rss,rollout covid vaccine extraordinary feat inquiry report covid vaccine save hundred thousand life small minority harm need well support say report,social,political
"Vaccines a huge success, but public trust must be earned - key findings from Covid report","Immunisation saved hundreds of thousands of UK lives, but vaccine hesitancy remains an issue. ",https://www.bbc.com/news/articles/ce3dp52l70zo?at_medium=RSS&at_campaign=rss,vaccine huge success public trust earn key finding covid report immunisation save hundred thousand live vaccine hesitancy remain issue,social,political
What is the UK Covid inquiry and how does it work?,"The fourth report from the inquiry into the pandemic said the vaccine roll-out was an ""extraordinary feat"".",https://www.bbc.com/news/articles/cdr3kx6xmp5o?at_medium=RSS&at_campaign=rss,covid inquiry work fourth report inquiry pandemic say vaccine roll extraordinary feat,social,economic
Stay at home advice questioned and rules too tough - key findings from Covid report,"An NHS close to collapse, patients failed and NHS staff put at risk - what you need to know.",https://www.bbc.com/news/articles/c87wg0lvnxjo?at_medium=RSS&at_campaign=rss,stay home advice question rule tough key finding covid report nhs close collapse patient fail nhs staff risk need know,social,social
Doctors' strikes can have surprising benefits - but are they sustainable?,"Some hospital trusts tell the BBC previous action has seen shorter waits, faster decisions and calmer corridors.",https://www.bbc.com/news/articles/cp3l2pygnlyo?at_medium=RSS&at_campaign=rss,doctor strike surprising benefit sustainable hospital trust tell bbc previous action see short wait fast decision calm corridor,social,social
'Doctors strikes' and 'paw prints in space',A round-up of stories from local newspapers and the BBC from the past week in the West of England.,https://www.bbc.com/news/articles/c0krp1e7lkmo?at_medium=RSS&at_campaign=rss,doctor strike paw print space round story local newspaper bbc past week west england,social,sport
'Month of worry' over doctor strike surgery delay,The strike further delays Tom Lawson's gastric bypass surgery after a more than three-year wait.,https://www.bbc.com/news/articles/crr1e1lgj7qo?at_medium=RSS&at_campaign=rss,month worry doctor strike surgery delay strike delay tom lawson gastric bypass surgery year wait,social,social
Hospitals coping well with doctors' strike so far - NHS boss,Resident doctors in England – the new name for junior doctors – are taking part in their 15th walkout in a long-running pay dispute.,https://www.bbc.com/news/articles/clyrzrp0x5go?at_medium=RSS&at_campaign=rss,hospital cop doctor strike far nhs boss resident doctor england new junior doctor take walkout long run pay dispute,social,political
Inside Health,James Gallagher finds out how a hot flush feels - and delves into a new treatment.,https://www.bbc.co.uk/sounds/play/m002tbkd?at_medium=RSS&at_campaign=rss,inside health james gallagher find hot flush feel delf new treatment,social,social
When does snoring become a problem?,When should we worry that our snoring might be the sign of a larger problem?,https://www.bbc.com/news/videos/c74rk7l1z3wo?at_medium=RSS&at_campaign=rss,snoring problem worry snoring sign large problem,social,social
Anaemia and the new dementia link,Anaemia and the new dementia link,https://www.bbc.com/videos/cm2pnrj7xe8o?at_medium=RSS&at_campaign=rss,anaemia new dementia link anaemia new dementia link,social,social
'I didn't know how much I struggled with my autism at school',"Rapper Professor Green, real name Stephen Manderson, has long been open about his mental health difficulties and has joined up with the British Association of Counselling and Psychotherapy which reports seven in 10 men don’t seek support until they hit crisis point.",https://www.bbc.com/news/videos/c809y5nn2dyo?at_medium=RSS&at_campaign=rss,didn know struggle autism school rapper professor green real stephen manderson long open mental health difficulty join british association counselling psychotherapy report seven man don seek support hit crisis point,social,social
What is the Andes Strain of Hantavirus?,"The Andes strain of the virus has been confirmed in two passengers who were taken to South Africa, according to the country's health minister",https://www.bbc.com/news/videos/cqxp099yl8do?at_medium=RSS&at_campaign=rss,ande strain hantavirus ande strain virus confirm passenger take south africa accord country health minister,social,social
"Dangerous baby-sleep advice given to parents by self-described experts, secret filming reveals","The advice puts babies at risk of serious harm, even death, medical professionals have told the BBC.",https://www.bbc.com/news/articles/ce84e1vn1l2o?at_medium=RSS&at_campaign=rss,dangerous baby sleep advice give parent self describe expert secret filming reveal advice put baby risk harm death medical professional tell bbc,social,social
University wins record freedom of speech fine challenge,A record fine had been issued by the Office for Students over the university's trans and non-binary inclusion policy.,https://www.bbc.com/news/articles/cp8pnwyy0zjo?at_medium=RSS&at_campaign=rss,university win record freedom speech fine challenge record fine issue office student university tran non binary inclusion policy,social,political
Calls for clarity over schools smartphone ban,"Minister plan to ban smartphones in English schools, but headteachers and campaigners have called for more direction on how to enforce it. ",https://www.bbc.com/news/articles/cgrlvxqkwg8o?at_medium=RSS&at_campaign=rss,call clarity school smartphone ban minister plan ban smartphone english school headteacher campaigner call direction enforce,social,social
Phones to be banned in schools by law in England under government plans,"Education minister Jacqui Smith said the move would create ""a clear legal requirement for schools"".",https://www.bbc.com/news/articles/c5y7vd6gpq1o?at_medium=RSS&at_campaign=rss,phone ban school law england government plan education minister jacqui smith say create clear legal requirement school,social,political
'Huge relief' as students given loans 'in error' get repayment reprieve,"Approximately 22,000 weekend students had been told their courses were never eligible for student finance.",https://www.bbc.com/news/articles/c0e7jjwzn7eo?at_medium=RSS&at_campaign=rss,huge relief student give loan error repayment reprieve approximately weekend student tell course eligible student finance,social,sport
New university free speech complaints system to come into force this year ,"Universities could face fines of £500,000 or 2% of their income if they are found to have failed to protect free speech.",https://www.bbc.com/news/articles/cm29dngvjqeo?at_medium=RSS&at_campaign=rss,new university free speech complaint system come force year university face fine income find fail protect free speech,social,political
"Things can't go on like this with online safety, Starmer tells tech bosses",It comes as the government continues to consult on whether to ban under-16s from social media in the UK.,https://www.bbc.com/news/articles/crl11ynjyn1o?at_medium=RSS&at_campaign=rss,thing like online safety starmer tell tech boss come government continue consult ban social medium,social,economic
The city where primary school places come with a toilet-training guide,Teachers say more children are starting school without skills like basic communication and potty training.,https://www.bbc.com/news/articles/cgrll5zjkx4o?at_medium=RSS&at_campaign=rss,city primary school place come toilet training guide teacher child start school skill like basic communication potty training,social,social
Nine universities start legal action over student loan error row,"About 22,000 students in England were told they were given loans by mistake and must immediately pay the money back.",https://www.bbc.com/news/articles/cnv884qveyqo?at_medium=RSS&at_campaign=rss,university start legal action student loan error row student england tell give loan mistake immediately pay money,social,economic
Deep-fried food banned in new plans for school dinners,"Schools are being told to cut down on sugary desserts, and provide more vegetables and whole grains.",https://www.bbc.com/news/articles/c624vezv52do?at_medium=RSS&at_campaign=rss,deep fry food ban new plan school dinner school tell cut sugary dessert provide vegetable grain,social,social
"22,000 students told to pay back 'mis-sold' maintenance loans",Those affected have been told their courses were never eligible for maintenance or childcare loans ,https://www.bbc.com/news/articles/cq593g970z7o?at_medium=RSS&at_campaign=rss,student tell pay mis sell maintenance loan affect tell course eligible maintenance childcare loan,social,economic
Plan 2 student loan interest rates capped at 6% in England,The cap on Plan 2 and postgraduate loan interest rates comes amid a risk of rising inflation.,https://www.bbc.com/news/articles/crr1e5zqdyko?at_medium=RSS&at_campaign=rss,plan student loan interest rate cap england cap plan postgraduate loan interest rate come amid risk rise inflation,social,economic
Teachers' union warns of 'masculinity crisis brewing' in schools,"NASUWT's leader said there is a ""ticking time bomb"" if male pupils cannot be helped with misogyny. ",https://www.bbc.com/news/articles/cpd5j4lnnq0o?at_medium=RSS&at_campaign=rss,teachers union warn masculinity crisis brewing school nasuwt leader say tick time bomb male pupil help misogyny,social,economic
"Revise, recall, then rest - your exam season survival guide ",Teachers and tutors share tips for students to get through exam season. ,https://www.bbc.com/news/articles/c1j2lw5r24jo?at_medium=RSS&at_campaign=rss,revise recall rest exam season survival guide teacher tutor share tip student exam season,social,social
What is Ofsted and how does the new school ratings system work?,The rating system changed after the death of head Ruth Perry highlighted the pressure of inspections.,https://www.bbc.com/news/articles/cz0xe4zmpeyo?at_medium=RSS&at_campaign=rss,ofste new school rating system work rating system change death head ruth perry highlight pressure inspection,social,social
'I can't stop using it' - under-16s have their say on possible social media ban,Thirty three children discussed possible limits the government are considering on social media.,https://www.bbc.com/news/articles/cm2934ep3zro?at_medium=RSS&at_campaign=rss,stop possible social medium ban thirty child discuss possible limit government consider social medium,social,economic
Australian North set to be England selector,"Marcus North, a former Australia international and Durham's director of cricket, is set to become the first foreigner in charge of selecting the England men's team.",https://www.bbc.com/sport/cricket/articles/c3w21l6deqwo?at_medium=RSS&at_campaign=rss,australian north set england selector marcus north australia international durham director cricket set foreigner charge select england man team,sport,political
Villa's nearly men entering their defining moment,Aston Villa face their defining moment under Unai Emery in Thursday's Europa League semi-final second leg against Nottingham Forest.,https://www.bbc.com/sport/football/articles/c794d9x1ye0o?at_medium=RSS&at_campaign=rss,villa nearly man enter defining moment aston villa face defining moment unai emery thursday europa league semi final second leg nottingham forest,sport,sport
Did PSG 'get away' with handball decisions?,"BBC Sport pundits Nedum Onuoha, Guillem Balague and Stephen Warnock analyse two contentious handball decisions that weren't awarded against Paris St-Germain, including a potential red card for Nuno Mendes and a possible penalty for Bayern Munich.",https://www.bbc.com/sport/football/videos/cz92nezdjlgo?at_medium=RSS&at_campaign=rss,psg away handball decision bbc sport pundit nedum onuoha guillem balague stephen warnock analyse contentious handball decision weren award paris germain include potential red card nuno mende possible penalty bayern munich,sport,sport
Shaw likely to leave WSL champions Man City,Khadija Shaw is likely to leave Manchester City this summer after talks stalled over a new contract.,https://www.bbc.com/sport/football/articles/c142jm21kk5o?at_medium=RSS&at_campaign=rss,shaw likely leave wsl champions man city khadija shaw likely leave manchester city summer talk stall new contract,sport,social
No party before Dubois faces Wardley - Charles,Trainer Don Charles guarantees Daniel Dubois' team will not be hosting a party before Saturday's fight against WBO heavyweight champion Fabio Wardley in Manchester.,https://www.bbc.com/sport/boxing/articles/cx219d1x09do?at_medium=RSS&at_campaign=rss,party dubois face wardley charles trainer don charles guarantee daniel dubois team host party saturday fight wbo heavyweight champion fabio wardley manchester,sport,sport
Why some tickets could cost $1.5m for UFC White House show,"A luxury package ticket is being advertised to ""high rollers"" for the MMA event which is being held to help mark 250 years of American independence.",https://www.bbc.com/sport/mixed-martial-arts/articles/cglp08jglpwo?at_medium=RSS&at_campaign=rss,ticket cost ufc white house luxury package ticket advertise high roller mma event hold help mark year american independence,sport,political
Paris disturbances and 127 arrests mar PSG's Champions League win,"Fans took to the streets to celebrate the Paris team's qualification for the final, but celebrations were marred by disturbances.",https://www.bbc.com/news/articles/czj2egv8elro?at_medium=RSS&at_campaign=rss,paris disturbance arrest mar psg champions league win fan take street celebrate paris team qualification final celebration mar disturbance,sport,sport
Stokes set to make injury return for Durham,England captain Ben Stokes has recovered from cheekbone surgery and is set to play in Durham's red-ball game against Worcestershire.,https://www.bbc.com/sport/cricket/articles/cdxp2zjz770o?at_medium=RSS&at_campaign=rss,stoke set injury return durham england captain ben stokes recover cheekbone surgery set play durham red ball game worcestershire,sport,sport
Is 15-year-old IPL wonderkid ready to play for India?,What makes Indian sensation Vaibhav Sooryavanshi so effective and what could be next for the 15-year-old after his Indian Premier League success?,https://www.bbc.com/sport/cricket/articles/cd6p5vvqne2o?at_medium=RSS&at_campaign=rss,year old ipl wonderkid ready play india make indian sensation vaibhav sooryavanshi effective year old indian premier league success,sport,sport
Liverpool reduce planned rise in ticket prices,Liverpool cut the size of their planned rise in ticket prices for the next couple of seasons after fan protests.,https://www.bbc.com/sport/football/articles/c2k2g90y931o?at_medium=RSS&at_campaign=rss,liverpool reduce plan rise ticket price liverpool cut size plan rise ticket price couple season fan protest,sport,sport
Battle of heavy hitters - Wardley & Dubois' best knockouts,"Watch Fabio Wardley's and Daniel Dubois' best knockouts, before they face each other on Saturday.",https://www.bbc.com/sport/boxing/videos/ckgpz9xe8jxo?at_medium=RSS&at_campaign=rss,battle heavy hitter wardley dubois good knockout watch fabio wardley daniel dubois good knockout face saturday,sport,sport
Late Bayern pressure not enough as PSG return to Champions League final,"Harry Kane's injury-time equaliser earns Bayern Munich a 1-1 second leg draw at the Allianz Arena as holders PSG seal their return to the Champions League final 6-5 on aggregate, where they will meet Arsenal in Budapest.",https://www.bbc.com/sport/football/videos/cx21jp2egxzo?at_medium=RSS&at_campaign=rss,late bayern pressure psg return champion league final harry kane injury time equaliser earn bayern munich second leg draw allianz arena holder psg seal return champion league final aggregate meet arsenal budap,sport,sport
Saka the hero as Arsenal reach first Champions League final in 20 years,"Bukayo Saka scores the only goal of the game to send Arsenal back to the Champions League final for the first time since 2006, as Mikel Arteta's side see off Atletico Madrid 1-0 at the Emirates Stadium.",https://www.bbc.com/sport/football/videos/cy42mxj22jdo?at_medium=RSS&at_campaign=rss,saka hero arsenal reach champion league final year bukayo saka score goal game send arsenal champion league final time mikel arteta atletico madrid emirate stadium,sport,sport
Arsenal draw at Brighton gives Man City WSL title,Arsenal play out a 1-1 draw away to Brighton & Hove Albion - a result which gives Manchester City their first WSL title since 2016.,https://www.bbc.com/sport/football/videos/cy72gv723rno?at_medium=RSS&at_campaign=rss,arsenal draw brighton give man city wsl title arsenal play draw away brighton hove albion result give manchester city wsl title,sport,sport
Why it's 'almost impossible' to play against Kvaratskhelia,"Champions League analysts Nedum Onuoha, Guillem Balague and Stephen Warnock explain how Paris St-Germain's Khvicha Kvaratskhaelia ""is a defender's worst nightmare"" because of his physical and technical attributes.",https://www.bbc.com/sport/football/videos/cn0p4yjzkpwo?at_medium=RSS&at_campaign=rss,impossible play kvaratskhelia champion league analyst nedum onuoha guillem balague stephen warnock explain paris germain khvicha kvaratskhaelia defender bad nightmare physical technical attribute,sport,sport
Saka reacts fastest to give Arsenal lead against Atletico Madrid,"Bukayo Saka reacts quickest as Leandro Trossard's shot is saved by Jan Oblak, putting in the rebound from close range to give Arsenal a 1-0 lead against Atletico Madrid in the second leg of their Champions League semi-final at the Emiates Stadium.",https://www.bbc.com/sport/football/videos/c626qn3vy9po?at_medium=RSS&at_campaign=rss,saka react fast arsenal lead atletico madrid bukayo saka react quick leandro trossard shot save jan oblak put rebound close range arsenal lead atletico madrid second leg champion league semi final emiate stadium,sport,sport
Unmasking the coach who led Man City to WSL title glory,Who is the Swedish mastermind who has guided Manchester City to a first Women's Super League title for a decade?,https://www.bbc.com/sport/football/articles/cwy2jvd3g0zo?at_medium=RSS&at_campaign=rss,unmask coach lead man city wsl title glory swedish mastermind guide manchester city woman super league title decade,sport,sport
Nobody can question Hearts' mentality - McInnes,Derek McInnes believes anyone still questioning whether his Heart of Midlothian side have the courage to handle the heat of the Scottish Premiership title race has not been paying attention.,https://www.bbc.com/sport/football/articles/c3v2w65w150o?at_medium=RSS&at_campaign=rss,question heart mentality mcinne derek mcinne believe question heart midlothian courage handle heat scottish premiership title race pay attention,sport,social
From ego-ridden team to complete package - why PSG pose ultimate test,Luis Enrique's expertise at rebuilding a culture as well as a team means Arsenal will confront the complete package when they meet holders PSG in the Champions League final.,https://www.bbc.com/sport/football/articles/cx218q541lvo?at_medium=RSS&at_campaign=rss,ego ridden team complete package psg pose ultimate test luis enrique expertise rebuild culture team mean arsenal confront complete package meet holder psg champions league final,sport,sport
Final four eye Wembley Challenge Cup opportunity,"Holders Wigan continue their defence of the Women's Challenge Cup as one of four semi-finalists along with York, Leeds and St Helens.",https://www.bbc.com/sport/rugby-league/articles/ckgp8y43kg8o?at_medium=RSS&at_campaign=rss,final eye wembley challenge cup opportunity holder wigan continue defence woman challenge cup semi finalist york leed helen,sport,sport
Infantino's hot dog & soft drink pledge over $2m ticket,"Fifa president Gianni Infantino says he will ""personally bring a hot dog and a Coke"" to anyone who buys a World Cup final ticket for $2m. ",https://www.bbc.com/sport/football/articles/czx2nk2q7lgo?at_medium=RSS&at_campaign=rss,infantino hot dog soft drink pledge ticket fifa president gianni infantino say personally bring hot dog coke buy world cup final ticket,sport,sport
Beard inquest delayed over Burnley 'bullying' concerns,"The inquest into the death of former Women's Super League football manager Matt Beard is delayed over concerns raised by his family about alleged ""bullying"".",https://www.bbc.com/sport/football/articles/c2021n1w8wjo?at_medium=RSS&at_campaign=rss,beard inquest delay burnley bullying concern inquest death woman super league football manager matt beard delay concern raise family alleged bullying,sport,sport
Higgins returns for Ireland to face Wales,Ireland head coach Scott Bemand makes one change to his starting XV for Saturday's Women's Six Nations home game against Wales.,https://www.bbc.com/sport/rugby-union/articles/c2e2rpmelv7o?at_medium=RSS&at_campaign=rss,higgin return ireland face wale ireland head coach scott bemand make change starting saturday woman nation home game wale,sport,sport
Kilmarnock's Stryjek 'never had doubt' about return from heart surgery,Kilmarnock goalkeeper Max Stryjek reveals how he has been living with a ticking time bomb of heart trouble for a decade but never had any doubts he would recover from last year's surgery.,https://www.bbc.com/sport/football/articles/cx21g417d6lo?at_medium=RSS&at_campaign=rss,kilmarnock stryjek doubt return heart surgery kilmarnock goalkeeper max stryjek reveal live tick time bomb heart trouble decade doubt recover year surgery,sport,social
How Kane goal could earn Germany extra Champions League spot,Harry Kane's late goal on Wednesday could not take Bayern Munich to the final - but it might earn the Bundesliga an extra Champions League place.,https://www.bbc.com/sport/football/articles/cj0pq152zejo?at_medium=RSS&at_campaign=rss,kane goal earn germany extra champion league spot harry kane late goal wednesday bayern munich final earn bundesliga extra champion league place,sport,sport
The AI fitness instructors selling unreal gains,A BBC Sport investigation finds misleading adverts for fitness apps that use AI-generated instructors to make exaggerated claims.,https://www.bbc.com/sport/articles/c5ye7dnxv86o?at_medium=RSS&at_campaign=rss,fitness instructor sell unreal gain bbc sport investigation find misleading advert fitness app use generate instructor exaggerated claim,sport,social
Cornish Pirates secure 'landmark' US investment,"Cornish Pirates announce new investment from American firm Stonewood Capital Management, described as a ""landmark"" move by the club.",https://www.bbc.com/sport/rugby-union/articles/c0e2gdx4y1go?at_medium=RSS&at_campaign=rss,cornish pirate secure landmark investment cornish pirate announce new investment american firm stonewood capital management describe landmark club,sport,economic
Royal and Ancient names first female captain in 272 years,"The Royal and Ancient Golf Club appoints Claire Dowling as its first female captain, 12 years after it opened its membership to women.",https://www.bbc.com/sport/golf/articles/ce9p81x5e2eo?at_medium=RSS&at_campaign=rss,royal ancient name female captain year royal ancient golf club appoint claire dowle female captain year open membership woman,sport,sport
Villa's Staniforth 'at ease' with decision to retire,Aston Villa midfielder and former England international Lucy Staniforth did not hesitate when she made the decision to retire from football at the end of the season.,https://www.bbc.com/sport/football/articles/cp3pw8v0qzno?at_medium=RSS&at_campaign=rss,villa staniforth ease decision retire aston villa midfielder england international lucy staniforth hesitate decision retire football end season,sport,sport
Cherki your man for double gameweek 36 - FPL team of the week,"This week is the final double gameweek of the FPL season, with Manchester City and Crystal Palace both playing twice, so tripling up on Pep Guardiola's side is essential.",https://www.bbc.com/sport/football/articles/ckgpvdd7vv1o?at_medium=RSS&at_campaign=rss,cherki man double gameweek fpl team week week final double gameweek fpl season manchester city crystal palace play twice triple pep guardiola essential,sport,sport
How aggressive attack & defence fuelled Arsenal's Champions League run,"Champions League analysts Stephen Warnock, Nedum Onuoha and Guillem Balague explain how Arsenal were able to ""make life difficult"" with the use of a man-to-man press high up the pitch to force Atletico Madrid to play the ball long in their semi-final second leg at the Emirates Stadium.",https://www.bbc.com/sport/football/videos/c8xw4gdr7pgo?at_medium=RSS&at_campaign=rss,aggressive attack defence fuel arsenal champion league run champion league analyst stephen warnock nedum onuoha guillem balague explain arsenal able life difficult use man man press high pitch force atletico madrid play ball long semi final second leg emirate stadium,sport,sport
The goals that made Man City WSL champions,Watch the pick of the goals that helped Manchester City secure their first WSL title since 2016. ,https://www.bbc.com/sport/football/videos/cy92d0ev8lvo?at_medium=RSS&at_campaign=rss,goal man city wsl champions watch pick goal help manchester city secure wsl title,sport,sport
Crystal Palace fans want honey again - Glasner,Crystal Palace manager Oliver Glasner had some unusual answers to questions at his news conference before their Conference League semi-final second leg with Shakhtar Donetsk.,https://www.bbc.com/sport/football/videos/crmpjnx1d3mo?at_medium=RSS&at_campaign=rss,crystal palace fan want honey glasner crystal palace manager oliver glasner unusual answer question news conference conference league semi final second leg shakhtar donetsk,sport,sport
Arteta pays tribute to Arsenal players & fans after 'incredible night',"Mikel Arteta says Arsenal ""created history together"" and praises the atmosphere and energy of the Emirates Stadium crowd, as Arsenal beat Atletico Madrid 2-1 on aggregate to reach their first Champions League final in 20 years.",https://www.bbc.com/sport/football/videos/cgrpnpzgde0o?at_medium=RSS&at_campaign=rss,arteta pay tribute arsenal player fan incredible night mikel arteta say arsenal create history praise atmosphere energy emirate stadium crowd arsenal beat atletico madrid aggregate reach champion league final year,sport,sport
Non-league to top-flight rise 'a killer' on body and mind - Vardy,"""A raw, caged animal, drinking, partying and fighting"" is how Jamie Vardy's agent described his client's early career, with the striker explaining how refining himself from non-league football to Premier League superstar status was ""a killer"".",https://www.bbc.com/sport/football/articles/cgepd32gje1o?at_medium=RSS&at_campaign=rss,non league flight rise killer body mind vardy raw cage animal drinking party fighting jamie vardy agent describe client early career striker explain refine non league football premier league superstar status killer,sport,sport
Biggest boost for climbing as UK Sport ups funding,Climbing is the biggest winner among a number of sports benefiting from millions of pounds of additional funding as UK Sport bids to boost Britain's medal hopes at the Los Angeles Games in 2028.,https://www.bbc.com/sport/olympics/articles/cyv2e95m13po?at_medium=RSS&at_campaign=rss,big boost climb sport funding climbing big winner number sport benefit million pound additional funding sport bid boost britain medal hope los angeles game,sport,sport
Elgin suspend manager Hale amid investigation,"Elgin City suspend manager Allan Hale ""with immediate effect, pending an ongoing investigation"".",https://www.bbc.com/sport/football/articles/cy02d518x6ro?at_medium=RSS&at_campaign=rss,elgin suspend manager hale amid investigation elgin city suspend manager allan hale immediate effect pende ongoing investigation,sport,economic
Three changes in Wales starting XV to face Ireland,"Carys Cox and Hannah Dallavalle return to Wales' backline for the Six Nations trip to Ireland, while Georgia Evans makes her first start of the campaign. ",https://www.bbc.com/sport/rugby-union/articles/c7758r5pnp0o?at_medium=RSS&at_campaign=rss,change wale start face ireland carys cox hannah dallavalle return wale backline nation trip ireland georgia evans make start campaign,sport,political
Weekly sports quiz: How many have applied for 2027 London Marathon?,How much attention have you paid to what's happened in the world of sport over the past seven days?,https://www.bbc.com/sport/articles/cgqp90qkq5vo?at_medium=RSS&at_campaign=rss,weekly sport quiz apply london marathon attention pay happen world sport past seven day,sport,sport
Man Utd have no plans for Rashford - Thursday's gossip,"Manchester United have no plans to reintegrate Marcus Rashford if he comes back to the club, Real Madrid are considering a return for former manager Jose Mourinho, Arsenal and Barcelona are interested in Enzo Fernandez, plus more. ",https://www.bbc.com/sport/football/articles/c1m2nl58yx8o?at_medium=RSS&at_campaign=rss,man utd plan rashford thursday gossip manchester united plan reintegrate marcus rashford come club real madrid consider return manager jose mourinho arsenal barcelona interested enzo fernandez plus,sport,sport
Ex-darts champion Webster reveals cancer diagnosis,Former world darts champion and broadcaster Mark Webster is having chemotherapy for hairy cell leukaemia but hopes to return to work soon.,https://www.bbc.com/sport/darts/articles/cdrpx6mk4kdo?at_medium=RSS&at_campaign=rss,dart champion webster reveal cancer diagnosis world dart champion broadcaster mark webster have chemotherapy hairy cell leukaemia hop return work soon,sport,sport
Why Premier League title is Arsenal's to lose after Man City slip,"Mark Chapman, Charlie Adam, Shay Given and Rory Smith discuss Manchester City’s 3-3 draw at Everton, focusing on how dropped points could impact their Premier League title challenge.",https://www.bbc.com/sport/football/videos/cgep7rl0qp8o?at_medium=RSS&at_campaign=rss,premier league title arsenal lose man city slip mark chapman charlie adam shay give rory smith discuss manchester city draw everton focus drop point impact premier league title challenge,sport,sport
How Wardley went from white-collar boxing to world champion,Fabio Wardley tells BBC Sport how he went from playing for Ipswich Town's academy to becoming WBO heavyweight champion.,https://www.bbc.com/sport/boxing/videos/crep8x2yzgqo?at_medium=RSS&at_campaign=rss,wardley white collar boxing world champion fabio wardley tell bbc sport play ipswich town academy wbo heavyweight champion,sport,sport
Watch: Kane gives Dunfermline play-off advantage,Watch Chris Kane's goal in Dunfermline Athletic's 1-0 Scottish Premiership play-off quarter-final first-leg win against Arbroath.,https://www.bbc.com/sport/videos/cvgz8zn3nyxo?at_medium=RSS&at_campaign=rss,watch kane give dunfermline play advantage watch chris kane goal dunfermline athletic scottish premiership play quarter final leg win arbroath,sport,sport
Man City's title hopes dented despite late Doku stunner in six-goal thriller,Jeremy Doku's 97th-minute equaliser salvages a draw for Manchester City in a six-goal thriller at Everton.,https://www.bbc.com/sport/football/videos/c2k2dd79wyxo?at_medium=RSS&at_campaign=rss,man city title hop dent despite late doku stunner goal thriller jeremy doku minute equaliser salvage draw manchester city goal thriller everton,sport,sport
Nottingham Forest boost survival hopes with win over Chelsea,"Nottingham Forest increase their hopes of Premier League survival after a 3-1 win over Chelsea at Stamford Bridge, as goals from Taiwo Awoniyi and Igor Jesus help the visitors open a six-point gap over 18th-placed West Ham in the relegation zone.",https://www.bbc.com/sport/football/videos/cn5p7rgz16go?at_medium=RSS&at_campaign=rss,nottingham forest boost survival hope win chelsea nottingham forest increase hope premier league survival win chelsea stamford bridge goal taiwo awoniyi igor jesus help visitor open point gap place west ham relegation zone,sport,sport
Doku scored 'really top goals' in 'really good game' - Guardiola,"Manchester City manager Pep Guardiola says Jeremy Doku scored two ""really, really top goals"" in their six-goal thriller against Everton, as they lose ground on Arsenal in the Premier League title race. ",https://www.bbc.com/sport/football/videos/cvgz9kyrx74o?at_medium=RSS&at_campaign=rss,doku score goal good game guardiola manchester city manager pep guardiola say jeremy doku score goal goal thriller everton lose ground arsenal premier league title race,sport,sport
Moyes disappointed to only take point against Man City,"EEverton boss David Moyes says he is ""really disappointed"" to come away with one point after Jeremy Doku scored a late equaliser for Manchester City in a 3-3 draw in the Premir League.",https://www.bbc.com/sport/football/videos/cgqp01y5y3eo?at_medium=RSS&at_campaign=rss,moye disappoint point man city eeverton boss david moyes say disappointed come away point jeremy doku score late equaliser manchester city draw premir league,sport,sport
Coming soon: Alex Batty vanished at 11 - now he tells his story,"At 11 years old, Alex thought he was going on holiday. Instead, he vanished for six years.",https://www.bbc.co.uk/iplayer/episodes/m002w1yy/watch/p0njd94k?at_mid=9oRGaxXwAS&at_campaign=BBC_Trailer_Kidnapped_By_My_Mum&at_medium=display_ad&at_campaign_type=owned&at_nation=NET&at_audience_id=SS&at_product=iplayer&at_brand=m002w1yy&at_ptr_name=bbc&at_ptr_type=media&at_format=image&at_objective=consumption&at_link_title=BBC_Trailer_Kidnapped_By_My_Mum&at_bbc_team=BBC,come soon alex batty vanish tell story year old alex think holiday instead vanish year,sport,social
Find out more here,"Get the latest news, punditry, analysis, fan views, stats and gossip",https://www.bbc.com/sport/football/articles/ce8e6y90g2jo?at_medium=RSS&at_campaign=rss,find late news punditry analysis fan view stat gossip,sport,sport
